,names,score,tensor,check, lens , no lens ,Predicted class,Original class,Compare
428,imageSDSS_I-102628.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([1.0000e+00, 4.7920e-07], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1.0000, device='cuda:0')
top5: [0, 1]
top5conf: tensor([1.0000e+00, 4.7920e-07], device='cuda:0')","data: tensor([1.0000e+00, 4.7920e-07], device='cuda:0')", 1.00 , 0.00 ,0,0,TRUE
429,imageSDSS_I-102305.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([1.0000e+00, 2.0209e-08], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1., device='cuda:0')
top5: [0, 1]
top5conf: tensor([1.0000e+00, 2.0209e-08], device='cuda:0')","data: tensor([1.0000e+00, 2.0209e-08], device='cuda:0')", 1.00 , 0.00 ,0,1,FALSE
430,imageSDSS_I-103307.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([9.9998e-01, 1.5581e-05], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1.0000, device='cuda:0')
top5: [0, 1]
top5conf: tensor([9.9998e-01, 1.5581e-05], device='cuda:0')","data: tensor([9.9998e-01, 1.5581e-05], device='cuda:0')", 1.00 , 0.00 ,0,0,TRUE
431,imageSDSS_I-102655.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([1.0000e+00, 2.5582e-07], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1.0000, device='cuda:0')
top5: [0, 1]
top5conf: tensor([1.0000e+00, 2.5582e-07], device='cuda:0')","data: tensor([1.0000e+00, 2.5582e-07], device='cuda:0')", 1.00 , 0.00 ,0,0,TRUE
432,imageSDSS_I-103145.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([0.9952, 0.0048], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(0.9952, device='cuda:0')
top5: [0, 1]
top5conf: tensor([0.9952, 0.0048], device='cuda:0')","data: tensor([0.9952, 0.0048], device='cuda:0')", 1.00 , 0.00 ,0,0,TRUE
433,imageSDSS_I-103354.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([0.9862, 0.0138], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(0.9862, device='cuda:0')
top5: [0, 1]
top5conf: tensor([0.9862, 0.0138], device='cuda:0')","data: tensor([0.9862, 0.0138], device='cuda:0')", 0.99 , 0.01 ,0,0,TRUE
434,imageSDSS_I-103335.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([9.9997e-01, 3.4498e-05], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1.0000, device='cuda:0')
top5: [0, 1]
top5conf: tensor([9.9997e-01, 3.4498e-05], device='cuda:0')","data: tensor([9.9997e-01, 3.4498e-05], device='cuda:0')", 1.00 , 0.00 ,0,1,FALSE
435,imageSDSS_I-103172.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([9.9998e-01, 1.8794e-05], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1.0000, device='cuda:0')
top5: [0, 1]
top5conf: tensor([9.9998e-01, 1.8794e-05], device='cuda:0')","data: tensor([9.9998e-01, 1.8794e-05], device='cuda:0')", 1.00 , 0.00 ,0,0,TRUE
436,imageSDSS_I-102774.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([9.9998e-01, 1.8938e-05], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1.0000, device='cuda:0')
top5: [0, 1]
top5conf: tensor([9.9998e-01, 1.8938e-05], device='cuda:0')","data: tensor([9.9998e-01, 1.8938e-05], device='cuda:0')", 1.00 , 0.00 ,0,0,TRUE
437,imageSDSS_I-103398.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([1.0000e+00, 7.8039e-08], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1.0000, device='cuda:0')
top5: [0, 1]
top5conf: tensor([1.0000e+00, 7.8039e-08], device='cuda:0')","data: tensor([1.0000e+00, 7.8039e-08], device='cuda:0')", 1.00 , 0.00 ,0,1,FALSE
438,imageSDSS_I-102217.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([1.0000e+00, 2.3918e-06], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1.0000, device='cuda:0')
top5: [0, 1]
top5conf: tensor([1.0000e+00, 2.3918e-06], device='cuda:0')","data: tensor([1.0000e+00, 2.3918e-06], device='cuda:0')", 1.00 , 0.00 ,0,0,TRUE
439,imageSDSS_I-102731.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([9.9998e-01, 1.9052e-05], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1.0000, device='cuda:0')
top5: [0, 1]
top5conf: tensor([9.9998e-01, 1.9052e-05], device='cuda:0')","data: tensor([9.9998e-01, 1.9052e-05], device='cuda:0')", 1.00 , 0.00 ,0,1,FALSE
440,imageSDSS_I-103010.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([1.0000e+00, 1.9605e-07], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1.0000, device='cuda:0')
top5: [0, 1]
top5conf: tensor([1.0000e+00, 1.9605e-07], device='cuda:0')","data: tensor([1.0000e+00, 1.9605e-07], device='cuda:0')", 1.00 , 0.00 ,0,0,TRUE
441,imageSDSS_I-102857.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([9.9979e-01, 2.0886e-04], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(0.9998, device='cuda:0')
top5: [0, 1]
top5conf: tensor([9.9979e-01, 2.0886e-04], device='cuda:0')","data: tensor([9.9979e-01, 2.0886e-04], device='cuda:0')", 1.00 , 0.00 ,0,0,TRUE
442,imageSDSS_I-103283.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([1.0000e+00, 9.9299e-08], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1.0000, device='cuda:0')
top5: [0, 1]
top5conf: tensor([1.0000e+00, 9.9299e-08], device='cuda:0')","data: tensor([1.0000e+00, 9.9299e-08], device='cuda:0')", 1.00 , 0.00 ,0,0,TRUE
443,imageSDSS_I-102841.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([9.9995e-01, 5.2600e-05], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(0.9999, device='cuda:0')
top5: [0, 1]
top5conf: tensor([9.9995e-01, 5.2600e-05], device='cuda:0')","data: tensor([9.9995e-01, 5.2600e-05], device='cuda:0')", 1.00 , 0.00 ,0,0,TRUE
444,imageSDSS_I-102577.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([9.9999e-01, 6.6028e-06], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1.0000, device='cuda:0')
top5: [0, 1]
top5conf: tensor([9.9999e-01, 6.6028e-06], device='cuda:0')","data: tensor([9.9999e-01, 6.6028e-06], device='cuda:0')", 1.00 , 0.00 ,0,0,TRUE
445,imageSDSS_I-103087.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([0.9946, 0.0054], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(0.9946, device='cuda:0')
top5: [0, 1]
top5conf: tensor([0.9946, 0.0054], device='cuda:0')","data: tensor([0.9946, 0.0054], device='cuda:0')", 0.99 , 0.01 ,0,1,FALSE
446,imageSDSS_I-102648.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([9.9991e-01, 9.2328e-05], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(0.9999, device='cuda:0')
top5: [0, 1]
top5conf: tensor([9.9991e-01, 9.2328e-05], device='cuda:0')","data: tensor([9.9991e-01, 9.2328e-05], device='cuda:0')", 1.00 , 0.00 ,0,1,FALSE
447,imageSDSS_I-102630.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([9.9909e-01, 9.1195e-04], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(0.9991, device='cuda:0')
top5: [0, 1]
top5conf: tensor([9.9909e-01, 9.1195e-04], device='cuda:0')","data: tensor([9.9909e-01, 9.1195e-04], device='cuda:0')", 1.00 , 0.00 ,0,0,TRUE
448,imageSDSS_I-102834.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([0.9918, 0.0082], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(0.9918, device='cuda:0')
top5: [0, 1]
top5conf: tensor([0.9918, 0.0082], device='cuda:0')","data: tensor([0.9918, 0.0082], device='cuda:0')", 0.99 , 0.01 ,0,0,TRUE
449,imageSDSS_I-103570.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([9.9907e-01, 9.2792e-04], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(0.9991, device='cuda:0')
top5: [0, 1]
top5conf: tensor([9.9907e-01, 9.2792e-04], device='cuda:0')","data: tensor([9.9907e-01, 9.2792e-04], device='cuda:0')", 1.00 , 0.00 ,0,1,FALSE
450,imageSDSS_I-103037.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([0.9775, 0.0225], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(0.9775, device='cuda:0')
top5: [0, 1]
top5conf: tensor([0.9775, 0.0225], device='cuda:0')","data: tensor([0.9775, 0.0225], device='cuda:0')", 0.98 , 0.02 ,0,1,FALSE
451,imageSDSS_I-102515.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([9.9994e-01, 5.7598e-05], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(0.9999, device='cuda:0')
top5: [0, 1]
top5conf: tensor([9.9994e-01, 5.7598e-05], device='cuda:0')","data: tensor([9.9994e-01, 5.7598e-05], device='cuda:0')", 1.00 , 0.00 ,0,1,FALSE
452,imageSDSS_I-103447.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([0.9549, 0.0451], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(0.9549, device='cuda:0')
top5: [0, 1]
top5conf: tensor([0.9549, 0.0451], device='cuda:0')","data: tensor([0.9549, 0.0451], device='cuda:0')", 0.95 , 0.05 ,0,0,TRUE
453,imageSDSS_I-103436.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([0.9963, 0.0037], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(0.9963, device='cuda:0')
top5: [0, 1]
top5conf: tensor([0.9963, 0.0037], device='cuda:0')","data: tensor([0.9963, 0.0037], device='cuda:0')", 1.00 , 0.00 ,0,0,TRUE
454,imageSDSS_I-102473.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([1.0000e+00, 1.1528e-07], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1.0000, device='cuda:0')
top5: [0, 1]
top5conf: tensor([1.0000e+00, 1.1528e-07], device='cuda:0')","data: tensor([1.0000e+00, 1.1528e-07], device='cuda:0')", 1.00 , 0.00 ,0,1,FALSE
455,imageSDSS_I-102414.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([9.9986e-01, 1.3625e-04], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(0.9999, device='cuda:0')
top5: [0, 1]
top5conf: tensor([9.9986e-01, 1.3625e-04], device='cuda:0')","data: tensor([9.9986e-01, 1.3625e-04], device='cuda:0')", 1.00 , 0.00 ,0,1,FALSE
456,imageSDSS_I-103372.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([1.0000e+00, 3.4612e-06], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1.0000, device='cuda:0')
top5: [0, 1]
top5conf: tensor([1.0000e+00, 3.4612e-06], device='cuda:0')","data: tensor([1.0000e+00, 3.4612e-06], device='cuda:0')", 1.00 , 0.00 ,0,0,TRUE
457,imageSDSS_I-103365.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([9.9966e-01, 3.3639e-04], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(0.9997, device='cuda:0')
top5: [0, 1]
top5conf: tensor([9.9966e-01, 3.3639e-04], device='cuda:0')","data: tensor([9.9966e-01, 3.3639e-04], device='cuda:0')", 1.00 , 0.00 ,0,0,TRUE
458,imageSDSS_I-102373.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([0.9986, 0.0014], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(0.9986, device='cuda:0')
top5: [0, 1]
top5conf: tensor([0.9986, 0.0014], device='cuda:0')","data: tensor([0.9986, 0.0014], device='cuda:0')", 1.00 , 0.00 ,0,1,FALSE
459,imageSDSS_I-102408.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([0.9571, 0.0429], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(0.9571, device='cuda:0')
top5: [0, 1]
top5conf: tensor([0.9571, 0.0429], device='cuda:0')","data: tensor([0.9571, 0.0429], device='cuda:0')", 0.96 , 0.04 ,0,0,TRUE
460,imageSDSS_I-103086.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([0.9771, 0.0229], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(0.9771, device='cuda:0')
top5: [0, 1]
top5conf: tensor([0.9771, 0.0229], device='cuda:0')","data: tensor([0.9771, 0.0229], device='cuda:0')", 0.98 , 0.02 ,0,1,FALSE
461,imageSDSS_I-102332.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([1.0000e+00, 7.5510e-07], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1.0000, device='cuda:0')
top5: [0, 1]
top5conf: tensor([1.0000e+00, 7.5510e-07], device='cuda:0')","data: tensor([1.0000e+00, 7.5510e-07], device='cuda:0')", 1.00 , 0.00 ,0,1,FALSE
462,imageSDSS_I-103375.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([1.0000e+00, 3.8459e-06], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1.0000, device='cuda:0')
top5: [0, 1]
top5conf: tensor([1.0000e+00, 3.8459e-06], device='cuda:0')","data: tensor([1.0000e+00, 3.8459e-06], device='cuda:0')", 1.00 , 0.00 ,0,1,FALSE
463,imageSDSS_I-102944.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([1.0000e+00, 2.5621e-06], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1.0000, device='cuda:0')
top5: [0, 1]
top5conf: tensor([1.0000e+00, 2.5621e-06], device='cuda:0')","data: tensor([1.0000e+00, 2.5621e-06], device='cuda:0')", 1.00 , 0.00 ,0,0,TRUE
464,imageSDSS_I-102308.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([9.9986e-01, 1.4424e-04], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(0.9999, device='cuda:0')
top5: [0, 1]
top5conf: tensor([9.9986e-01, 1.4424e-04], device='cuda:0')","data: tensor([9.9986e-01, 1.4424e-04], device='cuda:0')", 1.00 , 0.00 ,0,0,TRUE
465,imageSDSS_I-103561.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([1.0000e+00, 4.4862e-10], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1., device='cuda:0')
top5: [0, 1]
top5conf: tensor([1.0000e+00, 4.4862e-10], device='cuda:0')","data: tensor([1.0000e+00, 4.4862e-10], device='cuda:0')", 1.00 , 0.00 ,0,0,TRUE
466,imageSDSS_I-102822.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([1.0000e+00, 5.6553e-09], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1., device='cuda:0')
top5: [0, 1]
top5conf: tensor([1.0000e+00, 5.6553e-09], device='cuda:0')","data: tensor([1.0000e+00, 5.6553e-09], device='cuda:0')", 1.00 , 0.00 ,0,0,TRUE
467,imageSDSS_I-102566.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([9.9999e-01, 9.4307e-06], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1.0000, device='cuda:0')
top5: [0, 1]
top5conf: tensor([9.9999e-01, 9.4307e-06], device='cuda:0')","data: tensor([9.9999e-01, 9.4307e-06], device='cuda:0')", 1.00 , 0.00 ,0,0,TRUE
468,imageSDSS_I-103980.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([9.9997e-01, 2.7655e-05], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1.0000, device='cuda:0')
top5: [0, 1]
top5conf: tensor([9.9997e-01, 2.7655e-05], device='cuda:0')","data: tensor([9.9997e-01, 2.7655e-05], device='cuda:0')", 1.00 , 0.00 ,0,0,TRUE
469,imageSDSS_I-104956.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([9.9999e-01, 5.7329e-06], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1.0000, device='cuda:0')
top5: [0, 1]
top5conf: tensor([9.9999e-01, 5.7329e-06], device='cuda:0')","data: tensor([9.9999e-01, 5.7329e-06], device='cuda:0')", 1.00 , 0.00 ,0,0,TRUE
470,imageSDSS_I-104884.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([9.9994e-01, 6.3485e-05], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(0.9999, device='cuda:0')
top5: [0, 1]
top5conf: tensor([9.9994e-01, 6.3485e-05], device='cuda:0')","data: tensor([9.9994e-01, 6.3485e-05], device='cuda:0')", 1.00 , 0.00 ,0,0,TRUE
471,imageSDSS_I-103966.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([9.9997e-01, 3.3187e-05], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1.0000, device='cuda:0')
top5: [0, 1]
top5conf: tensor([9.9997e-01, 3.3187e-05], device='cuda:0')","data: tensor([9.9997e-01, 3.3187e-05], device='cuda:0')", 1.00 , 0.00 ,0,0,TRUE
472,imageSDSS_I-104736.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([1.0000e+00, 1.8241e-08], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1., device='cuda:0')
top5: [0, 1]
top5conf: tensor([1.0000e+00, 1.8241e-08], device='cuda:0')","data: tensor([1.0000e+00, 1.8241e-08], device='cuda:0')", 1.00 , 0.00 ,0,0,TRUE
473,imageSDSS_I-104880.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([1.0000e+00, 5.3167e-08], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1., device='cuda:0')
top5: [0, 1]
top5conf: tensor([1.0000e+00, 5.3167e-08], device='cuda:0')","data: tensor([1.0000e+00, 5.3167e-08], device='cuda:0')", 1.00 , 0.00 ,0,0,TRUE
474,imageSDSS_I-103701.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([1.0000e+00, 2.1294e-08], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1., device='cuda:0')
top5: [0, 1]
top5conf: tensor([1.0000e+00, 2.1294e-08], device='cuda:0')","data: tensor([1.0000e+00, 2.1294e-08], device='cuda:0')", 1.00 , 0.00 ,0,0,TRUE
475,imageSDSS_I-104034.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([0.8187, 0.1813], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(0.8187, device='cuda:0')
top5: [0, 1]
top5conf: tensor([0.8187, 0.1813], device='cuda:0')","data: tensor([0.8187, 0.1813], device='cuda:0')", 0.82 , 0.18 ,0,1,FALSE
476,imageSDSS_I-104021.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([1.0000e+00, 4.5832e-08], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1., device='cuda:0')
top5: [0, 1]
top5conf: tensor([1.0000e+00, 4.5832e-08], device='cuda:0')","data: tensor([1.0000e+00, 4.5832e-08], device='cuda:0')", 1.00 , 0.00 ,0,0,TRUE
477,imageSDSS_I-104905.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([0.9980, 0.0020], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(0.9980, device='cuda:0')
top5: [0, 1]
top5conf: tensor([0.9980, 0.0020], device='cuda:0')","data: tensor([0.9980, 0.0020], device='cuda:0')", 1.00 , 0.00 ,0,1,FALSE
478,imageSDSS_I-103919.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([0.5145, 0.4855], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(0.5145, device='cuda:0')
top5: [0, 1]
top5conf: tensor([0.5145, 0.4855], device='cuda:0')","data: tensor([0.5145, 0.4855], device='cuda:0')", 0.51 , 0.49 ,0,1,FALSE
479,imageSDSS_I-104339.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([0.9916, 0.0084], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(0.9916, device='cuda:0')
top5: [0, 1]
top5conf: tensor([0.9916, 0.0084], device='cuda:0')","data: tensor([0.9916, 0.0084], device='cuda:0')", 0.99 , 0.01 ,0,1,FALSE
480,imageSDSS_I-104668.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([9.9998e-01, 1.5739e-05], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1.0000, device='cuda:0')
top5: [0, 1]
top5conf: tensor([9.9998e-01, 1.5739e-05], device='cuda:0')","data: tensor([9.9998e-01, 1.5739e-05], device='cuda:0')", 1.00 , 0.00 ,0,1,FALSE
481,imageSDSS_I-104289.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([0.4258, 0.5742], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 1
top1conf: tensor(0.5742, device='cuda:0')
top5: [1, 0]
top5conf: tensor([0.5742, 0.4258], device='cuda:0')","data: tensor([0.4258, 0.5742], device='cuda:0')", 0.43 , 0.57 ,1,0,FALSE
482,imageSDSS_I-104493.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([1.0000e+00, 5.4509e-07], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1.0000, device='cuda:0')
top5: [0, 1]
top5conf: tensor([1.0000e+00, 5.4509e-07], device='cuda:0')","data: tensor([1.0000e+00, 5.4509e-07], device='cuda:0')", 1.00 , 0.00 ,0,0,TRUE
483,imageSDSS_I-103592.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([1.0000e+00, 4.3668e-08], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1., device='cuda:0')
top5: [0, 1]
top5conf: tensor([1.0000e+00, 4.3668e-08], device='cuda:0')","data: tensor([1.0000e+00, 4.3668e-08], device='cuda:0')", 1.00 , 0.00 ,0,0,TRUE
484,imageSDSS_I-104774.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([1.0000e+00, 7.3215e-08], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1.0000, device='cuda:0')
top5: [0, 1]
top5conf: tensor([1.0000e+00, 7.3215e-08], device='cuda:0')","data: tensor([1.0000e+00, 7.3215e-08], device='cuda:0')", 1.00 , 0.00 ,0,0,TRUE
485,imageSDSS_I-105020.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([9.9997e-01, 2.5438e-05], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1.0000, device='cuda:0')
top5: [0, 1]
top5conf: tensor([9.9997e-01, 2.5438e-05], device='cuda:0')","data: tensor([9.9997e-01, 2.5438e-05], device='cuda:0')", 1.00 , 0.00 ,0,0,TRUE
486,imageSDSS_I-103744.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([9.9999e-01, 5.9655e-06], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1.0000, device='cuda:0')
top5: [0, 1]
top5conf: tensor([9.9999e-01, 5.9655e-06], device='cuda:0')","data: tensor([9.9999e-01, 5.9655e-06], device='cuda:0')", 1.00 , 0.00 ,0,1,FALSE
487,imageSDSS_I-104553.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([9.9994e-01, 5.5257e-05], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(0.9999, device='cuda:0')
top5: [0, 1]
top5conf: tensor([9.9994e-01, 5.5257e-05], device='cuda:0')","data: tensor([9.9994e-01, 5.5257e-05], device='cuda:0')", 1.00 , 0.00 ,0,0,TRUE
